Transaction_ID,Customer_ID,Product_ID,Store_ID,Quantity,Price_per_unit,Discount,Transaction_Date,Payment_Method,Customer_Age,Customer_Gender,State,ZIP_Code,Product_Category,Loyalty_Card_Status,Review_Rating
TID020172,CUST8901,PROD448,STORE28,2.0,322.5,20.0,2022-03-24,Cash,,Male,New York,90210,Electronics,Active,2.0
TID020173,CUST9077,PROD799,STORE69,1.0,24.26,20.0,2023-12-21,Credit Card,51.0,Female,California,73301,Groceries,Inactive,2.0
TID020174,CUST7318,PROD654,STORE52,1.0,390.32,10.0,2022-01-02,Cash,36.0,Female,Florida,33101,Furniture,Inactive,
TID020175,CUST2556,PROD446,STORE83,4.0,478.58,10.0,2023-03-25,Cash,58.0,Male,,73301,Groceries,Inactive,3.0
TID020176,CUST1711,PROD105,STORE63,2.0,420.8,,2022-12-06,,58.0,,New York,33101,Furniture,Expired,5.0
TID020177,CUST7922,PROD701,STORE15,4.0,198.16,20.0,2022-08-14,Debit Card,55.0,Male,New York,33101,Furniture,Inactive,4.0
TID020178,CUST7065,PROD446,STORE81,3.0,270.64,20.0,2023-07-31,Gift Card,,,Florida,73301,Clothing,Active,5.0
TID020179,CUST3736,PROD688,STORE90,4.0,338.29,,2022-12-07,Cash,,Female,New York,,Clothing,Active,3.0
TID020180,CUST1102,PROD871,STORE79,1.0,19.53,10.0,2023-04-29,Cash,62.0,Male,New York,73301,,Inactive,3.0
TID020181,CUST9818,PROD199,STORE84,3.0,37.79,,2023-10-07,Gift Card,35.0,Female,Florida,10001,Electronics,Active,3.0
TID020182,CUST9563,PROD410,STORE52,5.0,456.92,15.0,2023-04-07,Credit Card,,Male,Texas,90210,Electronics,Active,1.0
TID020183,CUST2645,PROD443,STORE80,4.0,104.7,5.0,2022-10-08,Debit Card,,,California,33101,,Expired,3.0
TID020184,CUST5364,PROD144,STORE59,1.0,99.68,0.0,2023-07-28,,,,Texas,73301,Groceries,Active,3.0
TID020185,CUST5052,PROD403,STORE88,3.0,388.75,20.0,2023-03-30,Credit Card,66.0,Male,Florida,,Clothing,Active,3.0
TID020186,CUST2229,PROD733,STORE67,2.0,12.0,15.0,2023-01-14,Credit Card,,Female,New York,90210,Groceries,,1.0
TID020187,CUST3087,PROD948,STORE87,5.0,181.97,20.0,2022-12-06,,50.0,Male,New York,73301,Electronics,Active,4.0
TID020188,CUST8652,PROD548,STORE34,,171.43,20.0,2023-11-12,Cash,,Female,,33101,Clothing,Expired,4.0
TID020189,CUST8284,PROD280,STORE52,1.0,48.33,15.0,2023-06-17,,,,California,90210,Furniture,Inactive,3.0
TID020190,CUST7713,PROD354,STORE76,3.0,357.0,20.0,2022-12-03,Debit Card,45.0,Female,,73301,Furniture,Inactive,2.0
TID020191,CUST2913,PROD500,STORE48,,325.63,10.0,2023-06-12,Credit Card,33.0,Female,Texas,33101,Electronics,,3.0
TID020192,CUST8547,PROD522,STORE36,5.0,44.65,5.0,2022-06-24,Debit Card,62.0,,Florida,,Furniture,Inactive,1.0
TID020193,CUST9243,PROD736,STORE42,5.0,406.72,5.0,2022-12-28,Credit Card,39.0,Female,,73301,Furniture,,1.0
TID020194,CUST2813,PROD398,STORE30,1.0,109.48,20.0,2023-09-15,Gift Card,,,New York,33101,Groceries,,5.0
TID020195,CUST6772,PROD793,STORE34,5.0,441.94,10.0,2023-06-12,Debit Card,36.0,Male,,73301,Groceries,Inactive,5.0
TID020196,CUST7864,PROD502,STORE22,2.0,493.78,15.0,2023-10-31,Credit Card,,Male,Texas,,Clothing,Active,5.0
TID020197,CUST9736,PROD231,STORE43,5.0,461.02,20.0,2022-07-07,Credit Card,,,California,,Electronics,Inactive,3.0
TID020198,CUST5046,PROD556,STORE82,3.0,470.32,5.0,2022-08-08,Debit Card,,,New York,73301,Electronics,,3.0
TID020199,CUST9864,PROD282,STORE45,,336.83,5.0,2023-10-25,Cash,,,Texas,90210,Groceries,Inactive,5.0
TID020200,CUST5897,PROD613,STORE52,3.0,156.68,15.0,2023-04-09,Gift Card,45.0,Female,New York,10001,Furniture,,1.0
TID020201,CUST6733,PROD539,STORE31,4.0,16.44,0.0,2023-04-06,Debit Card,,,Texas,73301,,Expired,
TID020202,CUST9150,PROD447,STORE22,4.0,472.52,0.0,2022-05-11,Debit Card,42.0,Female,California,90210,Groceries,,1.0
TID020203,CUST3919,PROD206,STORE31,2.0,404.35,,2022-04-15,,31.0,Female,Texas,90210,Furniture,Active,1.0
TID020204,CUST1272,PROD653,STORE54,2.0,89.02,,2022-10-13,Credit Card,,Male,California,,Electronics,Inactive,5.0
TID020205,CUST3468,PROD227,STORE80,,284.42,15.0,2023-08-08,Debit Card,46.0,,California,73301,Electronics,Expired,5.0
TID020206,CUST7402,PROD394,STORE65,,167.14,10.0,2022-01-24,Cash,,Male,California,33101,Electronics,Inactive,5.0
TID020207,CUST7174,PROD885,STORE15,4.0,189.98,,2022-06-04,Gift Card,40.0,,Florida,10001,,Active,5.0
TID020208,CUST7039,PROD806,STORE64,4.0,286.84,15.0,2022-03-05,Debit Card,21.0,Female,New York,,,Inactive,2.0
TID020209,CUST7541,PROD237,STORE27,5.0,167.18,15.0,2022-08-08,,,Male,Texas,10001,Clothing,Expired,3.0
TID020210,CUST9746,PROD140,STORE92,5.0,303.55,5.0,2023-07-15,,,,Texas,10001,Furniture,Active,5.0
TID020211,CUST7299,PROD415,STORE10,2.0,273.02,,2022-05-30,Gift Card,,Female,New York,10001,,,1.0
TID020212,CUST3798,PROD912,STORE89,5.0,285.43,20.0,2023-07-09,Credit Card,,,California,90210,Clothing,Expired,
TID020213,CUST6798,PROD331,STORE75,1.0,486.33,10.0,2023-06-15,Cash,48.0,Male,,73301,Electronics,Inactive,5.0
TID020214,CUST2543,PROD766,STORE23,3.0,457.22,5.0,2023-09-08,,,Male,New York,33101,Clothing,Expired,1.0
TID020215,CUST3266,PROD666,STORE80,4.0,212.05,,2023-03-03,Gift Card,46.0,,California,90210,Clothing,Inactive,
TID020216,CUST6303,PROD376,STORE15,1.0,322.16,5.0,2023-11-24,Credit Card,46.0,,New York,90210,,Active,5.0
TID020217,CUST8343,PROD883,STORE97,1.0,9.51,,2022-03-28,Debit Card,,,Florida,10001,Clothing,Expired,2.0
TID020218,CUST4344,PROD778,STORE44,2.0,137.37,0.0,2022-06-17,Debit Card,62.0,,California,,,Expired,5.0
TID020219,CUST6047,PROD431,STORE16,1.0,171.83,0.0,2022-11-12,,61.0,Male,New York,33101,Electronics,,2.0
TID020220,CUST9310,PROD147,STORE93,2.0,195.12,10.0,2022-05-16,Credit Card,64.0,Male,,10001,Electronics,Expired,2.0
TID020221,CUST3662,PROD798,STORE83,4.0,115.53,,2022-04-13,Gift Card,40.0,,,90210,Clothing,Active,3.0
TID020222,CUST6626,PROD805,STORE89,4.0,290.74,,2023-03-04,Credit Card,,Female,,10001,Furniture,Active,3.0
TID020223,CUST6343,PROD365,STORE84,1.0,418.66,,2022-12-09,,,Female,California,33101,,Inactive,1.0
TID020224,CUST4662,PROD510,STORE24,3.0,29.38,0.0,2023-01-04,Cash,,,California,33101,,,3.0
TID020225,CUST5470,PROD249,STORE50,5.0,173.98,5.0,2022-03-10,Debit Card,,Female,,33101,Furniture,Active,1.0
TID020226,CUST8129,PROD208,STORE25,1.0,386.52,0.0,2022-04-28,,,Female,Florida,73301,Furniture,,1.0
TID020227,CUST1147,PROD598,STORE48,5.0,293.32,5.0,2023-03-06,,,Male,Texas,90210,Groceries,,
TID020228,CUST8280,PROD997,STORE23,1.0,206.31,15.0,2022-06-25,Credit Card,,Female,New York,90210,Groceries,,3.0
TID020229,CUST5880,PROD495,STORE47,,333.11,10.0,2023-07-05,Gift Card,,Female,Texas,10001,Groceries,,1.0
TID020230,CUST3236,PROD367,STORE10,4.0,137.25,,2022-02-12,,24.0,,,73301,Clothing,Expired,1.0
TID020231,CUST1368,PROD778,STORE55,5.0,381.43,15.0,2022-02-16,Cash,47.0,,California,10001,Clothing,Expired,
TID020232,CUST8291,PROD298,STORE17,5.0,122.94,15.0,2023-08-12,Cash,40.0,Male,,73301,Electronics,Expired,3.0
TID020233,CUST5392,PROD402,STORE81,4.0,289.96,10.0,2023-10-24,,,Female,Texas,73301,Clothing,,3.0
TID020234,CUST8785,PROD719,STORE54,1.0,443.58,20.0,2022-11-28,,37.0,,Florida,73301,Clothing,,5.0
TID020235,CUST3338,PROD990,STORE11,3.0,70.93,20.0,2023-02-02,Cash,58.0,,Florida,,Furniture,Active,1.0
TID020236,CUST7750,PROD306,STORE95,4.0,378.04,20.0,2023-05-07,Credit Card,,Male,Texas,,Clothing,Inactive,5.0
TID020237,CUST7931,PROD978,STORE20,5.0,133.62,20.0,2022-11-15,Gift Card,39.0,Female,Florida,73301,Furniture,Active,5.0
TID020238,CUST5989,PROD687,STORE40,,97.04,10.0,2022-02-19,Cash,,Female,Texas,73301,Clothing,Active,1.0
TID020239,CUST2031,PROD393,STORE96,4.0,490.25,20.0,2023-11-07,,,,,73301,Clothing,Expired,2.0
TID020240,CUST8174,PROD209,STORE44,2.0,261.75,,2022-11-09,,,Female,Texas,10001,Furniture,Expired,1.0
TID020241,CUST7493,PROD535,STORE71,1.0,68.19,10.0,2022-06-03,Credit Card,,Female,California,73301,Furniture,Active,2.0
TID020242,CUST8936,PROD902,STORE90,1.0,248.29,15.0,2022-10-23,Debit Card,,Female,,,Clothing,Expired,
TID020243,CUST1353,PROD999,STORE44,5.0,164.13,5.0,2022-10-16,Cash,47.0,,California,10001,Electronics,Active,3.0
TID020244,CUST1063,PROD832,STORE30,1.0,493.03,20.0,2023-11-01,Gift Card,53.0,Male,Texas,73301,Groceries,Active,5.0
TID020245,CUST8492,PROD870,STORE86,,472.75,15.0,2022-07-13,Debit Card,70.0,Male,California,33101,Clothing,Active,4.0
TID020246,CUST6029,PROD486,STORE98,2.0,370.84,10.0,2022-04-11,,,,New York,73301,,Expired,5.0
TID020247,CUST9159,PROD559,STORE61,4.0,22.21,0.0,2022-09-08,,,Female,New York,73301,,,5.0
TID020248,CUST5176,PROD362,STORE38,,420.86,10.0,2022-10-17,Cash,70.0,Male,Florida,73301,Groceries,Expired,5.0
TID020249,CUST6766,PROD134,STORE63,1.0,25.84,5.0,2023-04-10,Cash,61.0,Female,California,10001,Electronics,Expired,5.0
TID020250,CUST5656,PROD552,STORE42,2.0,13.94,10.0,2023-08-24,Credit Card,,Female,New York,90210,Furniture,Expired,3.0
TID020251,CUST7645,PROD669,STORE19,4.0,251.6,5.0,2023-01-11,Gift Card,,Male,Florida,90210,Groceries,,5.0
TID020252,CUST5518,PROD795,STORE33,2.0,379.82,20.0,2023-10-20,Credit Card,33.0,Female,,10001,Clothing,,
TID020253,CUST2233,PROD673,STORE31,2.0,98.14,,2022-12-15,,,,Texas,73301,,Expired,3.0
TID020254,CUST9340,PROD788,STORE62,3.0,317.43,15.0,2022-04-15,Credit Card,,Male,,33101,,Inactive,
TID020255,CUST4170,PROD998,STORE48,3.0,194.49,,2022-08-10,Gift Card,,Male,Florida,73301,Clothing,Inactive,2.0
TID020256,CUST9258,PROD811,STORE67,4.0,185.43,15.0,2023-10-22,,,Male,Texas,90210,Electronics,,
TID020257,CUST5952,PROD529,STORE27,5.0,191.98,0.0,2022-04-06,,,Female,Texas,33101,Clothing,Inactive,5.0
TID020258,CUST2843,PROD677,STORE50,3.0,247.01,20.0,2022-06-25,Debit Card,33.0,,Texas,73301,Furniture,Active,3.0
TID020259,CUST7733,PROD623,STORE98,1.0,232.14,5.0,2022-05-07,Gift Card,61.0,Male,,90210,Groceries,Inactive,5.0
TID020260,CUST8570,PROD853,STORE44,5.0,489.35,,2022-01-30,Cash,29.0,Female,Texas,73301,Electronics,Inactive,3.0
TID020261,CUST4973,PROD953,STORE98,1.0,289.28,,2022-03-03,,44.0,Female,,,Clothing,,
TID020262,CUST5734,PROD985,STORE38,2.0,397.07,0.0,2022-01-25,Gift Card,,Male,California,90210,Clothing,Active,4.0
TID020263,CUST8509,PROD813,STORE99,2.0,234.36,0.0,2023-06-06,Cash,,,New York,,Electronics,Active,1.0
TID020264,CUST9503,PROD955,STORE83,2.0,40.82,5.0,2022-06-14,Cash,41.0,,New York,33101,Furniture,,4.0
TID020265,CUST6625,PROD468,STORE32,2.0,148.19,20.0,2022-01-11,Credit Card,,Female,California,73301,Electronics,Expired,4.0
TID020266,CUST4379,PROD645,STORE46,1.0,127.03,,2023-05-20,Gift Card,,,Texas,10001,Electronics,Active,1.0
TID020267,CUST7531,PROD422,STORE53,1.0,357.36,20.0,2022-10-10,Cash,,Male,,10001,,,
TID020268,CUST9788,PROD557,STORE37,2.0,37.24,10.0,2023-10-13,Gift Card,48.0,,Texas,73301,Furniture,,4.0
TID020269,CUST9736,PROD377,STORE86,,356.07,15.0,2023-10-28,Cash,61.0,,Florida,10001,Electronics,Inactive,5.0
TID020270,CUST2750,PROD735,STORE60,5.0,498.61,5.0,2022-11-01,,61.0,Male,,33101,,Inactive,4.0
TID020271,CUST7239,PROD177,STORE11,5.0,255.0,5.0,2022-02-04,Gift Card,39.0,,New York,73301,Furniture,Expired,
TID020272,CUST5799,PROD869,STORE47,4.0,350.03,20.0,2023-04-07,Cash,48.0,Female,New York,73301,Electronics,Expired,2.0
TID020273,CUST9744,PROD188,STORE26,5.0,251.94,5.0,2023-04-29,Gift Card,59.0,Male,New York,10001,Furniture,,2.0
TID020274,CUST1458,PROD155,STORE42,,304.13,10.0,2023-02-05,,37.0,Male,California,33101,Groceries,Inactive,2.0
TID020275,CUST5345,PROD504,STORE13,,104.24,10.0,2022-05-15,Debit Card,59.0,Female,,10001,Furniture,Expired,5.0
TID020276,CUST5751,PROD761,STORE78,1.0,241.87,5.0,2022-05-08,Cash,,,Florida,73301,,Active,4.0
TID020277,CUST6177,PROD930,STORE20,5.0,357.19,5.0,2023-03-30,Gift Card,37.0,,Texas,90210,,Inactive,3.0
TID020278,CUST1161,PROD547,STORE68,4.0,357.74,,2023-02-20,Cash,35.0,Male,New York,73301,Clothing,Inactive,4.0
TID020279,CUST3730,PROD568,STORE46,4.0,45.12,15.0,2023-01-17,Cash,,Female,Florida,33101,Clothing,Inactive,5.0
TID020280,CUST9433,PROD756,STORE90,1.0,441.64,,2022-04-24,Debit Card,19.0,Female,,73301,Furniture,Active,2.0
TID020281,CUST7463,PROD254,STORE45,4.0,53.75,0.0,2023-05-18,,68.0,,,10001,Furniture,Active,
TID020282,CUST1162,PROD539,STORE27,1.0,223.06,,2022-10-26,Gift Card,24.0,Male,,90210,Clothing,Inactive,5.0
TID020283,CUST6352,PROD396,STORE57,5.0,421.57,,2023-04-22,Credit Card,,Male,,10001,Furniture,Active,
TID020284,CUST3800,PROD193,STORE96,3.0,261.58,10.0,2023-06-02,Credit Card,33.0,,New York,,Furniture,Inactive,5.0
TID020285,CUST2937,PROD616,STORE40,1.0,68.82,5.0,2023-10-20,Cash,45.0,,Texas,,Furniture,,4.0
TID020286,CUST1514,PROD558,STORE83,,437.64,15.0,2023-09-10,Debit Card,,,,,Groceries,Expired,2.0
TID020287,CUST3687,PROD739,STORE99,5.0,272.82,,2022-10-23,Cash,56.0,Female,New York,90210,Furniture,Active,5.0
TID020288,CUST7528,PROD341,STORE99,3.0,418.72,20.0,2023-04-29,Cash,69.0,Female,,73301,Furniture,Inactive,
TID020289,CUST3286,PROD768,STORE61,4.0,400.53,,2023-01-14,Credit Card,62.0,Male,California,,Groceries,Inactive,1.0
TID020290,CUST8515,PROD692,STORE77,2.0,219.71,20.0,2022-04-04,Credit Card,,,Florida,33101,Groceries,Inactive,1.0
TID020291,CUST1640,PROD560,STORE93,3.0,70.48,10.0,2023-12-08,Debit Card,,,Florida,,Electronics,Expired,2.0
TID020292,CUST7499,PROD650,STORE53,1.0,151.25,15.0,2023-08-19,Credit Card,57.0,,Florida,33101,Groceries,Active,3.0
TID020293,CUST7557,PROD725,STORE90,4.0,103.11,0.0,2023-03-29,Cash,53.0,Female,Florida,73301,Electronics,Active,4.0
TID020294,CUST5749,PROD424,STORE33,5.0,336.36,10.0,2023-05-04,Cash,68.0,Male,,90210,,Expired,1.0
TID020295,CUST2002,PROD321,STORE67,3.0,308.32,5.0,2022-09-02,,,Female,Texas,,Furniture,Active,5.0
TID020296,CUST1296,PROD565,STORE65,,465.76,0.0,2022-12-21,Gift Card,32.0,Male,Texas,,Electronics,Inactive,1.0
TID020297,CUST9918,PROD584,STORE74,5.0,301.72,,2022-06-17,Credit Card,,Male,,,Electronics,Expired,1.0
TID020298,CUST3935,PROD153,STORE32,,177.17,5.0,2023-10-29,Cash,55.0,Female,,73301,Electronics,Expired,5.0
TID020299,CUST5432,PROD174,STORE12,,336.12,,2022-06-06,Credit Card,,,New York,90210,Electronics,Active,3.0
TID020300,CUST9759,PROD263,STORE82,3.0,193.3,5.0,2022-12-09,Gift Card,,,New York,10001,Groceries,Expired,5.0
TID020301,CUST5139,PROD385,STORE22,3.0,126.27,20.0,2022-05-27,Gift Card,,,,33101,Groceries,Inactive,4.0
TID020302,CUST6874,PROD688,STORE80,,421.93,10.0,2023-07-03,Credit Card,,,,90210,Electronics,,3.0
TID020303,CUST9521,PROD317,STORE92,2.0,360.64,10.0,2023-08-24,Debit Card,59.0,Male,Texas,,Furniture,,2.0
TID020304,CUST2710,PROD999,STORE80,,387.46,10.0,2022-04-27,,,Female,Texas,73301,,,3.0
TID020305,CUST4628,PROD963,STORE23,4.0,222.74,0.0,2022-09-07,,,Female,Texas,10001,,Expired,4.0
TID020306,CUST1008,PROD212,STORE31,5.0,41.36,10.0,2022-12-15,Gift Card,20.0,,Texas,90210,Groceries,Active,2.0
TID020307,CUST9841,PROD541,STORE29,5.0,372.93,20.0,2022-03-17,Debit Card,,Female,New York,,Groceries,Expired,
TID020308,CUST4112,PROD858,STORE49,,168.23,0.0,2022-07-12,Cash,18.0,Male,Florida,33101,Furniture,Inactive,5.0
TID020309,CUST1674,PROD372,STORE59,1.0,455.6,20.0,2022-08-05,Debit Card,61.0,Female,,,Clothing,Active,3.0
TID020310,CUST6404,PROD464,STORE59,,135.92,0.0,2023-10-05,Cash,59.0,Female,,90210,Furniture,Expired,4.0
TID020311,CUST8904,PROD792,STORE25,1.0,94.02,10.0,2022-03-05,Credit Card,18.0,,Florida,10001,Electronics,,5.0
TID020312,CUST5999,PROD786,STORE43,3.0,466.38,15.0,2022-01-21,Gift Card,,Female,New York,,,,4.0
TID020313,CUST9861,PROD711,STORE30,2.0,367.18,,2023-01-03,Debit Card,44.0,Male,Texas,,Groceries,,1.0
TID020314,CUST4882,PROD634,STORE78,,62.16,20.0,2022-12-06,,,Male,California,90210,Furniture,,5.0
TID020315,CUST8761,PROD250,STORE15,3.0,365.41,5.0,2022-03-17,Cash,66.0,Female,New York,33101,,,
TID020316,CUST5291,PROD364,STORE87,1.0,316.58,,2023-02-05,Gift Card,,Female,New York,33101,Electronics,Expired,
TID020317,CUST2736,PROD352,STORE72,3.0,112.79,5.0,2022-09-30,Gift Card,48.0,Male,California,73301,Clothing,Inactive,3.0
TID020318,CUST6695,PROD549,STORE10,2.0,463.03,0.0,2022-05-05,Debit Card,23.0,,Texas,90210,Groceries,Expired,4.0
TID020319,CUST7815,PROD659,STORE30,3.0,402.09,15.0,2022-05-24,Debit Card,36.0,Male,Texas,,Furniture,Active,2.0
TID020320,CUST4875,PROD114,STORE11,4.0,419.6,0.0,2023-03-29,Credit Card,56.0,Male,New York,33101,Electronics,Expired,4.0
TID020321,CUST1238,PROD376,STORE87,3.0,428.27,,2022-09-08,Cash,64.0,,,33101,,Inactive,1.0
TID020322,CUST3447,PROD550,STORE69,5.0,470.32,0.0,2022-07-18,Gift Card,,Male,,33101,Clothing,Inactive,2.0
TID020323,CUST8324,PROD102,STORE85,2.0,402.34,20.0,2022-08-03,Credit Card,38.0,,New York,10001,Electronics,Inactive,2.0
TID020324,CUST7071,PROD399,STORE11,,78.28,0.0,2022-10-12,Gift Card,,,Florida,,Electronics,Active,
TID020325,CUST1208,PROD140,STORE87,2.0,236.25,,2023-01-25,Cash,,Female,New York,10001,Groceries,Expired,
TID020326,CUST1774,PROD594,STORE65,1.0,215.57,,2023-07-07,Cash,39.0,Female,Florida,10001,Furniture,Active,3.0
TID020327,CUST1010,PROD743,STORE96,,454.21,0.0,2023-07-13,Cash,49.0,Male,Texas,73301,Electronics,Expired,3.0
TID020328,CUST4487,PROD703,STORE41,5.0,360.94,0.0,2022-01-19,Cash,35.0,Female,,10001,Groceries,Expired,4.0
TID020329,CUST1752,PROD305,STORE55,1.0,254.15,,2022-08-02,Debit Card,,Male,Texas,33101,,Active,5.0
TID020330,CUST6651,PROD498,STORE22,1.0,127.61,5.0,2023-11-07,,29.0,Female,New York,33101,Groceries,Expired,
TID020331,CUST7395,PROD452,STORE97,4.0,225.27,15.0,2023-01-28,Credit Card,,,New York,73301,Clothing,Inactive,1.0
TID020332,CUST7607,PROD169,STORE50,,380.32,15.0,2023-09-24,Gift Card,58.0,Male,New York,33101,,,3.0
TID020333,CUST2668,PROD921,STORE89,5.0,364.02,5.0,2023-09-09,Cash,66.0,Male,New York,33101,,Active,3.0
TID020334,CUST6830,PROD621,STORE19,5.0,157.55,,2022-06-16,,,,New York,33101,Groceries,Active,2.0
TID020335,CUST4330,PROD958,STORE19,2.0,52.2,0.0,2023-08-08,Credit Card,66.0,Female,New York,73301,Furniture,Inactive,5.0
TID020336,CUST1283,PROD557,STORE70,3.0,140.43,20.0,2022-06-25,Cash,,Female,Florida,10001,Groceries,,5.0
TID020337,CUST6856,PROD482,STORE53,3.0,99.11,15.0,2023-08-23,,27.0,Female,,90210,Clothing,Expired,2.0
TID020338,CUST7347,PROD503,STORE93,4.0,214.35,0.0,2022-01-30,Gift Card,25.0,Male,New York,90210,,Inactive,2.0
TID020339,CUST5796,PROD905,STORE37,3.0,130.63,0.0,2023-02-10,Gift Card,,Female,Texas,33101,Furniture,,2.0
TID020340,CUST2590,PROD693,STORE40,1.0,131.37,10.0,2023-01-15,Cash,32.0,Female,New York,33101,Clothing,Expired,2.0
TID020341,CUST5277,PROD282,STORE25,2.0,455.09,0.0,2022-11-17,Cash,20.0,,Florida,90210,Furniture,Inactive,
TID020342,CUST4138,PROD542,STORE66,5.0,286.98,5.0,2023-04-09,Gift Card,,Female,Florida,73301,Electronics,Inactive,2.0
TID020343,CUST8180,PROD813,STORE17,,85.14,10.0,2023-10-07,Debit Card,,Female,California,33101,Clothing,Expired,5.0
TID020344,CUST9869,PROD703,STORE27,1.0,317.02,,2023-10-18,,19.0,Female,,10001,Clothing,Active,4.0
TID020345,CUST5820,PROD242,STORE95,4.0,203.12,5.0,2023-10-11,,,Female,Florida,90210,Electronics,Expired,4.0
TID020346,CUST8077,PROD875,STORE54,,470.31,20.0,2022-03-21,Gift Card,,Female,Texas,10001,Electronics,,4.0
TID020347,CUST8353,PROD151,STORE36,2.0,368.97,5.0,2022-01-04,Gift Card,45.0,Male,Texas,,,Expired,4.0
TID020348,CUST1848,PROD953,STORE40,4.0,315.52,20.0,2023-05-02,,,,California,10001,Groceries,Inactive,
TID020349,CUST9235,PROD892,STORE73,4.0,28.02,,2023-03-20,Debit Card,63.0,Male,California,,Electronics,Inactive,2.0
TID020350,CUST8861,PROD896,STORE86,3.0,289.41,15.0,2023-09-01,Debit Card,21.0,Female,Texas,33101,Furniture,Inactive,4.0
TID020351,CUST1319,PROD325,STORE70,,231.74,10.0,2023-10-09,Debit Card,52.0,Female,Florida,33101,Electronics,Expired,3.0
TID020352,CUST2938,PROD784,STORE10,3.0,370.34,15.0,2022-03-18,,,Male,New York,73301,Clothing,Inactive,
TID020353,CUST9696,PROD842,STORE78,2.0,288.83,,2022-12-22,Cash,38.0,,Texas,10001,,Active,2.0
TID020354,CUST8734,PROD262,STORE59,,128.57,20.0,2022-10-27,Credit Card,,Male,New York,90210,Furniture,Inactive,
TID020355,CUST3654,PROD580,STORE16,2.0,302.55,10.0,2023-08-07,,,Female,,90210,Furniture,Expired,4.0
TID020356,CUST7790,PROD313,STORE49,5.0,222.42,20.0,2022-08-10,Debit Card,,Female,California,10001,Furniture,Active,5.0
TID020357,CUST1572,PROD450,STORE92,4.0,328.38,15.0,2022-03-26,Cash,,Female,California,90210,Groceries,Active,5.0
TID020358,CUST1511,PROD894,STORE40,2.0,67.21,5.0,2023-05-10,Debit Card,64.0,,,10001,,Inactive,1.0
TID020359,CUST2851,PROD608,STORE69,3.0,408.74,5.0,2022-10-17,Gift Card,37.0,,Florida,73301,Groceries,,3.0
TID020360,CUST4343,PROD220,STORE71,,86.68,15.0,2023-11-01,Debit Card,,Female,California,,Groceries,Active,
TID020361,CUST8007,PROD244,STORE54,5.0,366.28,10.0,2023-07-24,Cash,,Female,,33101,Furniture,Active,
TID020362,CUST7100,PROD472,STORE80,5.0,264.85,10.0,2023-09-17,Debit Card,,Male,Florida,10001,Electronics,Expired,1.0
TID020363,CUST3013,PROD498,STORE68,5.0,359.77,20.0,2023-02-07,Gift Card,59.0,,,,Electronics,,2.0
TID020364,CUST1779,PROD595,STORE33,1.0,241.5,5.0,2023-06-22,Gift Card,48.0,,New York,73301,Groceries,Active,2.0
TID020365,CUST4783,PROD289,STORE57,4.0,52.31,5.0,2023-10-12,Debit Card,30.0,,,73301,Groceries,,2.0
TID020366,CUST5446,PROD174,STORE35,5.0,339.96,0.0,2022-10-23,Gift Card,45.0,Male,,,Clothing,Expired,5.0
TID020367,CUST5843,PROD258,STORE69,1.0,416.18,10.0,2022-03-03,,,Female,,10001,Electronics,Active,3.0
TID020368,CUST5964,PROD973,STORE21,,117.56,5.0,2023-10-03,Gift Card,44.0,Female,California,,Groceries,Active,3.0
TID020369,CUST5129,PROD355,STORE73,,155.36,10.0,2022-11-28,Cash,,Male,Texas,10001,,Expired,
TID020370,CUST3154,PROD104,STORE27,2.0,286.13,5.0,2022-06-15,,,Female,New York,90210,,,3.0
TID020371,CUST1708,PROD127,STORE14,4.0,267.35,15.0,2023-03-20,,18.0,Female,,10001,Electronics,Inactive,
TID020372,CUST7445,PROD665,STORE97,1.0,42.11,10.0,2022-09-25,Cash,65.0,Female,California,10001,Groceries,Active,
TID020373,CUST8929,PROD899,STORE24,3.0,258.38,20.0,2022-03-01,Cash,18.0,,California,,,Active,
TID020374,CUST5493,PROD449,STORE51,2.0,81.67,5.0,2022-02-05,Gift Card,46.0,Male,,,Clothing,Expired,4.0
TID020375,CUST6618,PROD568,STORE39,2.0,458.88,0.0,2022-11-25,Cash,,Female,,33101,Groceries,Active,4.0
TID020376,CUST7913,PROD775,STORE40,4.0,417.38,,2022-12-27,,34.0,,,73301,Groceries,Expired,3.0
TID020377,CUST7567,PROD618,STORE39,2.0,78.97,5.0,2022-06-21,Gift Card,68.0,Male,,,Clothing,Active,5.0
TID020378,CUST7131,PROD983,STORE13,4.0,118.18,10.0,2023-09-10,Debit Card,33.0,Male,California,,Furniture,,1.0
TID020379,CUST3700,PROD689,STORE10,,31.14,5.0,2022-12-22,Credit Card,,Male,California,90210,Groceries,Inactive,2.0
TID020380,CUST5929,PROD457,STORE35,2.0,263.4,20.0,2022-03-04,,22.0,,,90210,Groceries,Inactive,1.0
TID020381,CUST1632,PROD906,STORE33,,179.99,0.0,2023-11-30,,53.0,Female,California,33101,Groceries,,1.0
TID020382,CUST7190,PROD701,STORE53,2.0,337.09,20.0,2022-08-02,,62.0,Female,New York,,Furniture,,3.0
TID020383,CUST3322,PROD217,STORE58,4.0,324.87,,2022-03-11,Cash,,Male,New York,33101,Groceries,Active,2.0
TID020384,CUST3065,PROD476,STORE83,2.0,79.87,5.0,2022-02-21,Credit Card,,Female,New York,10001,Electronics,Active,2.0
